:START_ID,:END_ID,:TYPE
33022,4044,NEEDS
33022,4046,NEEDS
33022,4047,NEEDS
33022,4048,NEEDS
33022,4049,NEEDS
33022,4050,NEEDS
33022,4051,NEEDS
33022,3570,NEEDS
33023,3602,NEEDS
33023,4052,NEEDS
33024,4054,NEEDS
33024,3706,NEEDS
33024,4055,NEEDS
33024,4053,NEEDS
33024,3532,NEEDS
33024,3652,NEEDS
33024,3707,NEEDS
33024,3694,NEEDS
33024,3690,NEEDS
33024,3692,NEEDS
33024,3653,NEEDS
33025,4061,NEEDS
33025,4063,NEEDS
33025,4062,NEEDS
33025,4060,NEEDS
33025,4064,NEEDS
33025,4058,NEEDS
33025,4057,NEEDS
33025,4056,NEEDS
33025,4065,NEEDS
33025,4059,NEEDS
33025,4067,NEEDS
33025,4066,NEEDS
33025,4076,NEEDS
33025,4069,NEEDS
33025,4070,NEEDS
33025,4071,NEEDS
33025,4072,NEEDS
33025,4073,NEEDS
33025,4074,NEEDS
33025,4075,NEEDS
33025,4077,NEEDS
33025,4078,NEEDS
33025,4068,NEEDS
33026,3598,NEEDS
33026,3690,NEEDS
33026,3868,NEEDS
33026,3592,NEEDS
33026,3585,NEEDS
33026,3873,NEEDS
33026,3659,NEEDS
33026,4081,NEEDS
33026,3551,NEEDS
33026,3532,NEEDS
33026,3568,NEEDS
33026,3646,NEEDS
33026,4080,NEEDS
33026,4079,NEEDS
33026,3555,NEEDS
33026,3693,NEEDS
33026,3591,NEEDS
33026,3778,NEEDS
33027,3868,NEEDS
33027,3598,NEEDS
33027,3873,NEEDS
33028,4083,NEEDS
33028,4082,NEEDS
33029,3638,NEEDS
33029,4084,NEEDS
33029,3532,NEEDS
33029,3588,NEEDS
33029,3554,NEEDS
33029,3551,NEEDS
33029,3873,NEEDS
33029,4090,NEEDS
33029,3555,NEEDS
33029,4088,NEEDS
33029,3868,NEEDS
33029,4087,NEEDS
33029,4081,NEEDS
33029,3598,NEEDS
33029,4086,NEEDS
33029,3543,NEEDS
33029,4085,NEEDS
33029,3599,NEEDS
33029,4089,NEEDS
33030,3646,NEEDS
33030,4109,NEEDS
33030,4108,NEEDS
33030,4107,NEEDS
33030,4106,NEEDS
33030,4105,NEEDS
33030,4102,NEEDS
33030,4103,NEEDS
33030,4101,NEEDS
33030,4100,NEEDS
33030,4099,NEEDS
33030,4097,NEEDS
33030,4096,NEEDS
33030,4095,NEEDS
33030,4093,NEEDS
33030,4092,NEEDS
33030,4091,NEEDS
33030,4104,NEEDS
33030,4094,NEEDS
33030,4098,NEEDS
33031,4115,NEEDS
33031,4118,NEEDS
33031,4117,NEEDS
33031,4116,NEEDS
33031,4114,NEEDS
33031,4113,NEEDS
33031,4112,NEEDS
33031,4111,NEEDS
33031,4110,NEEDS
33031,3768,NEEDS
33031,4119,NEEDS
33032,4120,NEEDS
33032,4049,NEEDS
33032,4121,NEEDS
33032,4122,NEEDS
33033,4123,NEEDS
33033,3641,NEEDS
33033,3646,NEEDS
33034,4128,NEEDS
33034,4129,NEEDS
33034,4127,NEEDS
33034,4062,NEEDS
33034,4130,NEEDS
33034,4069,NEEDS
33034,4063,NEEDS
33034,4124,NEEDS
